user,tweet
shararti sano khan,"लगता है दिल्ली मे
मुफ्त पानी+बिजली के चक्कर मे कुछ 'अंधभक्तो' ने भी 'झाडु' पे बटन दबा दिया है, पर पुछना मत उनसे वर… https://t.co/4lAran5F7a"
Sanjay,"This overt soft-Hindutva is a new fifth element in the Kejriwal victory formula – good governance, subsidies for th… https://t.co/TGR6mb3ujL"
Manya,Modi ji congratulations...#delhi mein Vikas hua hai
Moutasim Billah,"Protest continue's against Delhi police brutality. 
#AMU students chanting #la_ilaha_illallah.in solidarity with Ja… https://t.co/eetVeyoTZM"
Vishwas chauhan,"In view of the vote percentage of the Congress in the Delhi Assembly elections, the Election Commissioner has recom… https://t.co/f5PulikX4A"
Niraj,@Amritapandeyy Delhi....
Srihari Mukhi,"@sudhirchaudhary Sir, Kejriwal play the game conf.with muslims. He knows Hindus are divided in three parts, so he u… https://t.co/tTteN4GLfP"
Puneet Bansal,@Ankita_Shah8 @hallagullaboy People of Delhi
Himanshu Jain,@muglikar_ Its the story of every road in Delhi
விவேக்,"@PrakashJavdekar @ArvindKejriwal @BJP4India Terrorist In Delhi Sweeps Bjp.

The AAP Permanent CM @ArvindhKejriwal a… https://t.co/5KaUWkamQC"
RITESH GUPTA,"@ArvindKejriwal many many congratulation to sir kejriwal,we love you sir for your honesty and work, and we believe… https://t.co/bdN6Yl3vTh"
Sanjay Grover,@timesofindia BJP gained a lot in Delhi - 180% more seats. Wow👏👏👏
ZEE २४ तास,"अरविंद केजरीवाल कधी घेणार मुख्यमंत्री पदाची तिसऱ्यांदा शपथ?
#BJP  @AamAadmiParty
 #ArvindKejriwal @ArvindKejriwal… https://t.co/Lg874qLEmN"
Ajay Doshi,@cute_thakurain Delhi
Mayank Jaiswal,@ArvindKejriwal  @AamAadmiParty  @ManishSisodiaFC  Congratulations on your Delhi Assembly Elections Win. Hope you m… https://t.co/KNPITRJNr9
Farhan Ali,@sudhirchaudhary Maine kal apka show dekha badi taklif me lg rahe the aap live tv tha is liye gaali nai de paaye ba… https://t.co/l1P6MgFcJe
ibrahim khan,Congrats @ArvindKejriwal ji. Great victory for the people of Delhi
Likith Maddi,@sreekar08 https://t.co/bRGfyEtZEm
inkPoint Media📰,"Delhi Elections : All five Muslim candidates of AAP won, full list of winners https://t.co/kXZyqGvULN
📢@BegKhans | 📰@MuslimMirror"
taslim ji,Aaj Delhi mein kam Ki Jeet Hui
Anas Khan,Many many congratulations to Delhi’s Chief Minister @ArvindKejriwal and @AamAadmiParty for outstanding victory in Delhi assembly elections
Mohandas K Gandhi,@RoshanKrRaii Delhi can have only 6 ministers not more in total
Headlines21,"When the lot's of @aap lovers are graduating the people of delhi and volunteers, as same time they also have to tha… https://t.co/ngumCN6XDG"
aditya,@ANI Sir Delhi ko dust free karwane ka time aa gya h.. Make Delhi beautiful @ArvindKejriwal @AamAadmiParty @Sanjeev_aap
Nawaz,@ArvindKejriwal @DrKumarVishwas Congratulations sir I know you are only most happiest person in Delhi on this winning.😃😃😃💐💐💐💐
TheCondemnGuy,@amitbehere Waiting for a resolution to be passed in Delhi assembly against CAA NRC.
Mukund,@Jasmine441 I would certainly like to join AAP Delhi as a response youth. What are the steps?
Saurabh Patil,आज NewZealand में INDIA को और Delhi चूनांव में @INCIndia ko सिर्फ 🦆 हीं  मिला...😅😂 #DelhiResults #INDvsNZ
Angad Singh Khanna,@ishkarnBHANDARI @BJP4India @BJP4Delhi party really needs a young leader in Delhi.Please someone from the capital l… https://t.co/Yeq8FkSysk
upendra,@ArvindKejriwal congratulations for ur victory  in Delhi.
Mohammed bin Tughlaq,@Kaalateetham I was thinking the same thing.  I used to boil thinking about all the times blood ran the streets of… https://t.co/1utvlYGlfz
PPN1968,"@PrashantKishor Delhi with its dirty water, high crime rate, patriarchy, “tu jaanta nahin mera baap kaun he” attitu… https://t.co/5Vc9EKdrkG"
🔪BheeM ArmY🔪Narendra Modi is a Dirty Drain Worm.,"Amit Shah is totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
*""AAP… https://t.co/ga2kSgvWy5"
Neeraj Bisht,@BJP4India @myogiadityanath @BJP4UP @narendramodi @PMOIndia @UPRERAofficial @nefowaoffice @abhishek_nefowa… https://t.co/2XNCCJrZVe
K.V.Satyanarayana,@SitaramYechury @ArvindKejriwal @AamAadmiParty Did they also give befitting reply by having given your party less t… https://t.co/kymHxfCbvj
Ramayana Ramayana,After Delhi Elections the one thing that's keeping me going is the fact that @FaudaNetflix will be on @NetflixIndia… https://t.co/kCLLSlVOjU
Commonman⚡,"I am confused ppl of Delhi listen to whom... 
When Amit Shahji asked ppl of Delhi: whom will you vote?
Ppl replied:… https://t.co/fdOndSKO9w"
SARTAJ AHMAD,"@NoName096753 @TheUnitedHindu @iSinghApurva BHAI SB,
DELHI KI SARI JANTA AAP KI JITNI SAMAJHDAR NAHIN HAI."
Anand R,@Vijaysubbu1 But flying to Delhi and back to Bangalore  more often..  Rotten ideology lost deposit in 63 const and… https://t.co/fvhbiXINAZ
Alt News,"Amar Ujala, OpIndia, Swarajya published reports that Shaheen Bagh protesters vacated the protest site after AAP's v… https://t.co/Pvtq7xX3JP"
ajmat khan,Delhi ki janta ne Amit Shah or BJP ko aisa ka current Diya h ki ab 2 din tk nhi uthenge ...@anuragkashyap72… https://t.co/nrzzDpgiWY
AhiMsaG,"Meet Sri Sri Ravishankarji at Delhi
@AmitShah"
noone,"@Husein21_ haan sahi hai.
muft ke liye nahi chuna gya hai usko.
janti hoon.
kam se kam ye toh kuchh padhe likhe log… https://t.co/YDRFTF0QuU"
Arun Sharma,"@soniandtv @Sonal_MK People of DELHI have given a best present on the BIRTHDAY in house .
YOU SHOW A FAR BETTER  DE… https://t.co/agM1TCVt8H"
Raziullah Siddiqui,Modi bhakto se bada dogla koi Nahi . Jab Delhi ki janta ne BJP ko 7 seat di thi to thik tha aaj Kejriwal ko vote di… https://t.co/rBHdxGXmcC
Delhi ka CM,"@ReversedRam Sir do not blame voters. Bjp do not have face in Delhi. Who will be the CM.

People do not favour ban actor over engineer"
शिवम् भाई पाण्डेय,#ResultOnDelhi congratulations @AamAadmiParty and @ArvindKejriwal for the sweeping victory. The people of Delhi hav… https://t.co/7tewiLl9tS
Pravesh Kumar,"दिल्ली ने कहा लगे रहो केजरीवाल .... @ArvindKejriwal sweeps Delhi .
#DilliMeinTohKejriwal #DelhiResults #DelhiElectionResult2020"
Khurshid,not only Delhi people wants great leader like Arvind Kejriwal but also all over the Indian people wants leader like Arvind Kejriwal ..
☝️☝️troller by nature 🇮🇳,@Sajidali_Journo Jab 7 mp seat jiti aur MCD jita tab aap nhi khne aaye the ye Delhi ki janta muftkhori  ki jit huyi… https://t.co/DKSlijEXLM
Dipak Choudhuri,"@MinhazMerchant And When you get addicted to free facilities, this is the condition of the country....hate freebies… https://t.co/DT1mVC1i96"
Subramaniam Ramu,@ikamalhaasan WHERE THEY DUMPING DRAINAGE WATER AND GARBAGES IN DELHI...WHAT IS THE SOLUTION AND ALL CITIES
Truth Of Gujarat,"Amar Ujala, OpIndia, Swarajya published reports that Shaheen Bagh protesters vacated the protest site after AAP's v… https://t.co/7WXEZMK8jk"
TK GHOSH,@SanjayAzadSln @naeemalvik @ArvindKejriwal Congratulation Sanjayji.Pls acknowledge me has defeated Pakistani team left Delhi?
ASSOCHAM,"स्वस्थ इंडिया बनेगा विकसित इंडिया।

#ASSOCHAM and @volvocarsin are running an awareness drive for cleaner air in sc… https://t.co/6MaVEzjJMk"
पवन पण्डित,"#Delhi Results: अनोखा निष्कर्ष
आप खुश - सत्ता सुरक्षित 🤔
बीजेपी खुश - कॉंग्रेस मुक्त भारत 👌
कांग्रेस खुश - भाजपा हार गई 🤣🤣🤣🤣"
Prof Hari Om,"Dear Hindus Of Delhi,
Just For Free Water And Power, You Voted For Gang Of Anarchists And Anti-Bharat… https://t.co/az4SyktZY7"
Pratik Sinha,"Amar Ujala, OpIndia, Swarajya published reports that Shaheen Bagh protesters vacated the protest site after AAP's v… https://t.co/0NA6HFcfp4"
supreet,"3 obvious lessons for BJP after Delhi: 
1) Ideological issues must be supplemented by a solid governance agenda .
2… https://t.co/yKmi4MwLjt"
Zaki Ahmed,Thank God!! Delhi elections were not held on Twitter...Heartiest congratulations to @ArvindKejriwal #DelhiResults
Ashish Jha NSUI,Congratulations to AAP and Shri @ArvindKejriwal Ji for the victory in the Delhi Assembly Elections. Wishing them th… https://t.co/B6ksUL57iv
sandip batra,"@DrJankii Haay raam.
Bhagwan tamne shakti aape.
It is the win of the people of delhi who voted for development and… https://t.co/4kgvcKADwx"
sauRabh,@Gautamshandily5 जय श्री राम🙏 अब पता चल रहा है कैसे मुगलो ने दिल्ली के तख्त पर इतने साल राज कैसे किया होगा #muftkhor_delhi
Lalai Singh,#Aaj Jo Delhi ki rajniti mein mod liya hai vah Bharat ki Janata ke liye Sanjivani buti hai aur Santan mahapurushon… https://t.co/zHRSTVJRtM
Arun Rajaraman,@Srivis125 Thanks for the summary. Saves me from going to the news website to reading about Delhi elections :)
Suroor Khan,"Delhi election results: सीएम योगी मीडिया से बचते हुए निकले, दिल्ली चुनाव परिणाम पर कुछ नहीं बोले… https://t.co/UuNbuJRVY9"
Rajesh kumar,Delhi Election Results Live | AAP Crushes BJP In Delhi | Aaj Tak Live | ... https://t.co/c3vlEOove9 via @YouTube
Durai Ayya Pandian,"Congress partymen are celebrating BJP's loss in Delhi election 

What irony is that they have lost 60 constituency… https://t.co/AV4PHNXc92"
Seema khan,"Only honesty sells for sure
Two top and most respected people today whom everyone respects Ravish Kumar and Kejriwal Delhi Cheif Minister,"
Aman Shandilya,"#delhi election result#
sudhir #chodri(zee news)
u desreve a fart on ur face.."
Navajhusenbandi,"Amit Shah is totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
*""AAP KO"" !!!*"
Critic Roshan,"Congress should merge with AAP. Kejriwal should takeover as president, Sisodiya should be Delhi CM."
Chirag Gupta @unitedconindia,"We are happy to announce our Technical Speaker - Mr @initinpandey, will be speaking on CyberPsychology: Study if Hu… https://t.co/FjaOb3FNZI"
Syed.M.Z.Raheman,"‘Shaheen Bagh, Pakistan’ fail in Delhi as BJP motormouths Bagga and Mishra set to lose https://t.co/jsBfCWZtHV via @ThePrintIndia"
sukhbir singh,"@arustweeting @malhijs People of Delhi are great, they voted for Governance and Not for Hate &amp; Divisive Forces. https://t.co/Vss80yNvSD"
Ronak Modi,"BJP didn't have a CM face. BJP started the campaign late, that too random. You really think political geniuses like… https://t.co/Lx4KiiN5AY"
Munish_goel103,@ArvindKejriwal Congratulations Sir for victory in Delhi. Aur Bhabhi ji ko Janamdin ki Hardik Shubhkhamnayein.
Khemaraj meena,Delhi Congress new president alka lamba bne @LambaAlka @RahulGandhi @priyankagandhi @INCIndia https://t.co/hs8bVvoZ2r
Asma Khan,"Congratulation @ArvindKejriwal Ji for winning Delhi and also for defeating hate politics 
Many people don't realize… https://t.co/4VDjNnMjhs"
Preeti Sharma,The smartest people sometimes gets fooled @delhi @DelhiElection
anand narayan mishra,"दिल्ली तमाशाई बन के रहती है।
गलती दिल्ली की नहीं उसको लगे 2 शापों की है।
एक तो खांडव वन के नागों का शाप और दूसरे चि… https://t.co/3SbGPqDuul"
Kashif,Extremely Happy with the Delhi 2020 election results.  This is a win of reason &amp; progress against hate &amp; division.… https://t.co/OumfeIB3Tf
Sanket Kalathiya,@rajnathsingh Ab to delhi se bjp ka safaya ho gaya rajnath dadu desh ki rajdhani me se nikal diye gaye apto ye nafr… https://t.co/UP3NpzsFxj
Aftab Alam,@_Randhirjha @ManojTiwariMP Just wanted to confirm if he can distribute scooty to 8 won seats of delhi...so that pe… https://t.co/6Ht4SqtIgX
Sudarshan Harshe,They already have all MPs of Delhi. Comparing 15 with 20 percentage voting and seats I found BJP earned 8 compared… https://t.co/iml9YRp96d
palpalindia.com,"दिल्ली विधानसभा चुनाव के नतीजे घोषित, 7 सीटों पर बीजेपी ने दर्ज की जीत news in hindi https://t.co/3OFiTgenWM"
Naushad Mohammed,Congratulation @ArvindKejriwal on @AamAadmiParty hat trick win in #Delhi assembly elections. People of Delhi look f… https://t.co/UaIMtFl9gr
Delhi election 2020,"Patparganj Delhi assembly election results 2020
https://t.co/j8CvUhsLSr
#PatparganjDelhielection2020results… https://t.co/pLvHRHKo4H"
Rabinarayan Kar,A new typ of politics hs been borned.Peolple of Delhi taught us how to cast vote on the basis of Development .On th… https://t.co/yWIKdKoNAg
"RajeshC ""Never Give Up ""","Voter's memory is very short.

Free appeasement prevails over all

Delhi voted #BJP to Lok Sabha for Central Govt b… https://t.co/R6rnFtZJdy"
SUDHIR JHA,@ShashiTharoor @INCIndia This is the worst defeat for #Congress party in Delhi...; How does #AAP victory console yo… https://t.co/okmOV3el2Q
Dheeraj Aap ( Fan Of AK & MS,"""It is the beginning of a new era, a new kind of politics"": Delhi Chief Minister @ArvindKejriwal  after winning Del… https://t.co/38lWBsmadb"
Anoop musmariya,@rj_ravijangir @SushantBSinha ये शब्द तब नही आये जब इसी delhi की जनता ने बीजेपी को लोकसभा में सातो सीटे जितायी थी।… https://t.co/rZmRYKTxky
gunveer singh,@anamikamber @sudhirchaudhary Agar public ka paisa (tax) public ko hi vapis de diya (free electricity and water) to… https://t.co/xX5B4FbekE
ₐᵣₕₐₙ 𝘼𝙣𝙨𝙖𝙧𝙞,"जो बिरयानी से टकराएगा । चूर चूर हो जाएगा।
#DELHI RESULT#😀😀😀"
रंगबाज़,tweet like bhaiya @Cownpuriya  ji :D https://t.co/XCkEValzwe
Sudarshan Harshe,@PChidambaram_IN They already have all MPs of Delhi. Comparing 15 with 20 percentage voting and seats I found BJP e… https://t.co/MCZoWnxCS2
दर्यावर्दी ⛵,@PChidambaram_IN Delhi made Dynast slave zero
Shadab Ahmed,"It's simply remarkable to win more than 60 out of 70 seats in Delhi Vidhan Sabha, twice... Congratulation to… https://t.co/SEJiEzRY5l"
Not.a.Fakir,"In Bitter Delhi Election, Modi’s Party Falls Short​ https://t.co/SynUrEzPhT 

Mohdi's lies FAIL !"
Kovvali TrinathSwamy,"@republic 
Arvind Kejriwal shouldnot fall in to trap of other regional and some national parties for any gatabandha… https://t.co/GxvPAJwV4t"
The Quint,Podcast | Why is the Modi-Shah duo falling short of recreating the Lok Sabha mandate in state elections? Tune in to… https://t.co/6CeeH0f0DW
News18,#AAPKiDilli – The politics of work should be replicated in different parts of the country and should not be just li… https://t.co/yViRbQMTeJ
PRATEEK 🇮🇳,Indian Army ko gali dene ke baad bhi agar ek aadmi delhi  election jeet sakta hai to sharm hai aisi delhi pe....
Goa News,#GoaDiary_Goa_News   LG dissolves Delhi Legislative Assembly https://t.co/SPicw6Lyny
Dharmveer,@ArvindKejriwal Congratulations to @Arivnd kejriwal ji  on returning as the Chief Minister of Delhi and all the win… https://t.co/6voFCvfJGp
Esskay Singh,@INCIndia @RahulGandhi @rssurjewala Congress ruled Delhi State very well 15 years under late SD. Why Congress has c… https://t.co/E4QPXv0jxh
MalayaleeBongIndian,@chennithala Delhi poyitte enthunkittye
ℝคᕼ𝓤Ļ s𝕙ａ𝓱,"@AamAadmiParty They are back with their Asli Aukad. ELECTIONS ke Pehle Bajrang Bali ELECTIONS ke Baad Sirf Ali.

Al… https://t.co/aZ0hmxf952"
Arun Kumar Tripathi,"@ArvindKejriwal Congratulations माननीय
अरविन्द केजरीवाल जी #Delhi"
learning_politics,"@ArvindKejriwal Good,
think like that nd do work like delhi capital c.m.
Not like some crying baby.
Modi is not aft… https://t.co/Yfw5EcjRap"
UgramVeeram,@onetiponehand_ more disappointing is not delhi...ind losd 3-0 under the captaincy of #KingKohli https://t.co/Xn9grn8IOw
anvita,Amit Malviya talking about hate politics and how BJP would rather not indulge in it. What a time to be alive!… https://t.co/LrVF7K1Y8x
kamal tiwari,Delhi vidhansabha chunav me jeet ki haitrik jamane ke liye @arvindkejriwal ko badhai. aap delhi vasiyon ki kasauti pa khare utre.
Goa News,#GoaDiary_Goa_News   PM congratulates Kejriwal for thumping victory in Delhi polls https://t.co/lWMje4PHOU
Mahima,@k_23patel Acha.. kya aap Delhi mei rehti hai?
Naseer Ahmad,"Amit Shah is totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
*""AAP KO""* !!!🤔🤔🤪"
Sakshi News,"ఆప్‌ ‘హ్యాట్రిక్‌’సంబరాలు
https://t.co/4XuSDpLmMq #aapworkers #DelhiAssemblyElections2020 https://t.co/6KpNrJ7WaQ"
Abhishek Choudhary,@RandeepChoudhry Beniwal to BJP ki raah pr chl pda h Jaise BJP ki Delhi me haar huyi h vo hi beniwal ke Saath hogi
Sumer Suman,"@DrKumarVishwas kuch boliye kaviraj,delhi me aap ki jeet par,,ham aapke bhakt log intezaar kar rahe hain,aapki amri… https://t.co/fNz1M3OvyN"
Delhi spa,@priya99627611 What a lovely moment bhabhi ji 😘😘🥰
Mayank Gupta,"@ArvindKejriwal  hope counting and EVMs were correct🤣😂, since delhi has elected you ,may you stay away from excuses… https://t.co/Y6EROBE1Up"
HT Delhi,"#ElectionsWithHT | BJP's Vijender Kumar wins from Rohini constituency by 12,648 votes 
 
Track LIVE updates here:… https://t.co/C8xAQe6WBF"
Barnali das,@sarbanandsonwal @filmfare You went to Delhi for vote campaign by keeping aside the work of Assam..You and your tea… https://t.co/vVhq9rpHh9
/r/worldnews,"Girl, 5, raped in grounds of US embassy in New Delhi https://t.co/JPeW2na5IE"
Chaitanya Parkash,What a shame for congress but still it will not learn .63 Congress candidates lose deposits in Delhi polls… https://t.co/9ygwCvcSXp
Jagadhishabt1984@gmail.com,@ANI What Andha Bhaktha here Modi and Amith Shah has to take responsibility because of their Speeches only BJP lost Delhi
Manish Jain™,"Congress hasn't just scored ZERO, but lost its deposit in SIXTY SEVEN seats in Delhi. This was a party that was in… https://t.co/cFgUCBRzCl"
Shivam Shankar Singh,"They’re already spewing hate on Delhi voters. Simple response though, itni dikkat hai toh you’re most welcome to le… https://t.co/Gaw56T96bT"
Amod Kumar,Feeling good to see the results of Delhi election. It is a victory of work done by Kejriwal on the basic needs of p… https://t.co/f92IzvRnap
Peace,"@JhaSanjay Its surprisingly dumb to divert kejriwal's win to shaheen baug!
Either u r insane or want to prove somet… https://t.co/9DBAJkvOw3"
AAP ka Mayank Sharma,#AamAadmiParty #DelhiResults #DelhiElectionResults #DelhiElection2020 #DelhiElections #Delhi #AAPKiDilli… https://t.co/1ILWng2HND
DR USHA YADAV,"big discount on Delhi's BJP candidate' s oath ceremony
clothing,🔔🔔🔔🔔🔔"
Bhakt...Sirf Bhagwan Ka,@IamJavedAshraf @BhavikaKapoor5 @BikramPost @INCIndia No nationally people vote in different pattern than assembly.… https://t.co/UPVyx4VfYm
น.ส.พฤหัส💞ต้าวอ้วนผอม,Teaser เถื่อนTravel [EP.33] Delhi เมืองหลวงแห่งมลพิษ https://t.co/JkgQOpkOqd ข้อมูลจาก @YouTube
First India News Rajasthan,"Delhi Election Result: AAP की ऐतिहासिक जीत, दिल्ली की जनता बोली और 5 साल लगे रहो केजरीवाल #DelhiElection2020 #AAP… https://t.co/5DbdL8JjKh"
Harsha,@timesofindia Delhi Congress Cheif resigned taking responsibility and this guy still wants to hold the post… https://t.co/SQ414rN7G4
Ramnarayan bishnoi🇮🇳,Congratulations to AAP and Shri @ArvindKejriwal Ji for the victory in the Delhi Assembly Elections. Wishing them th… https://t.co/mmJ7Ec0UsB
Subhash Bishnoi,"@Nehr_who Delhi want freebies ,THEY voted for AAP"
NShen,@republic Very nice to see congress mukt Delhi. Credit goes to @kharge @RahulGandhi
Nargis Chyella,@narendramodi @ArvindKejriwal Ennumerate what development was done by AAP in Delhi. Nothing. What is their achievem… https://t.co/173m8m5eys
Rohit Vats,@RahulGandhi....Delhi Bhee Dubo Dee...Shabaash....Chalo Ab...Niklo Bangkok....
PedalYouFool,Why have Delhi and UP police blocked alternative routes around Shaheen Bagh? https://t.co/PFE8fPcH7U via @scroll_in
Amit,@Anirudh_Astro Pls do not even bother on trolls.. Can modi stop serving the nation just because Delhi people like f… https://t.co/18F3hgE3aY
Lokmat,"'आप'च्या विजयानंतर अरविंद केजरीवालांनी सांगितलं मोदींसोबत मिळून काम करणार, कारण... #DelhiResults  https://t.co/OUrhNj5qcH"
Ravi Bala,"@swapan55 Want to know any good governance
From aap.. I am not from Delhi..
@MRVChennai"
Shael Sharma,"Hanuman Bhakt Kejriwal is learning why Bajrang Dal is so popular 😹
 Politics is shifting to the centre-right. Delhi… https://t.co/jU8qVpzpx5"
md tauheed,"@ArvindKejriwal Mubarak 
Arvind Kejriwal ji to become Chief Minister of Capital State of INDIA Delhi 
Without sprea… https://t.co/JblIuD87Bp"
Jojo,@maggie_delhi @DurexIndia Sounds romantic 😍😋
Gaurav Kumar,@pandey151 @SushantBSinha Bhai pehle padh kya likha h aur delhi ki muslim seats ka haal dekh round wise election co… https://t.co/qozhXjbYzz
shobhit mathur,"Loyalty to be learned from the Delhi @BJP4India voter. Party has not been in power for 22 years, yet they gave it 3… https://t.co/rzKBJiyxkY"
Bharat,@Suparna_Singh @SreenivasanJain @Nidhi Delhi mai  jnu hone ke baad bhi cpi Ko 0.04% vote mila amazing...
Hemant,@Nidhi Delhi Media Dumbos: It's just a glorified MUNICIPALITY election...there are 100s of municipalities in INDIA.
Šhāıķh Møhāmmęđ Ãršhäđ Ãýüb,@ArvindKejriwal Congratulations Sir for winning #DelhiElection2020. This victory is of love plus development for De… https://t.co/iouPcjKXM3
Arman Sahil,"Bhaiya Ji Kaam bolta h Kaam....
Congratulation Delhi CM 
Mr. Arvind Kejriwal ji...
I Love U Sir ji....."
Divyanshu kumar,"Jo log kh rhe h #मोदी_हारा_शाहीनबाग_जीता  unhe ache se pta h ki jo #saheenbagh mei jo sahi tamasha chl rha tha , ki… https://t.co/KuIE0zwWil"
Faraz Ansari,"●लगातार तीसरी बार दिल्ली का मुख्यमंत्री बनने पर अरविंद केजरीवाल जी को बहुत शुभकामनाएँ।
●Many congratulations to Arv… https://t.co/SCBUwXGYNi"
रंगबाज़,"congress ka vote % kam hi hua hai 
is se achhe tao @ajaymaken ji they 

congress should bring him back he is grass… https://t.co/QGA6JYGzRL"
Rahul.,@LambaAlka Though I'm not from Delhi but feeling sad for you. But remember where there is a will there is always wa… https://t.co/23tl0cHUBA
Dhruv Matade,@PChidambaram_IN You might not know Sir... But one fact.... Congress won 0 seats.... Actually you are right People… https://t.co/K7TkZ8X3ds
Sj Aryan,@sudhirchaudhary Delhi me bjp apne ghoshna ptra ke Karan hari hai kyoki wo free wala mudda add kar liya tha jo achh… https://t.co/3sIAAtkQfR
Amrit Kumar,@34ed62053184495 Delhi ke Mukhymantri aam Aadmi party Shri Arvind Kejriwal Ji ko Jeet Ki badhaaiyan......🇮🇳🙏JaY Mat… https://t.co/fuF4CUshoS
@troller,"@AmitShah 
As a bjp die hard supporter feeling very very bad after Delhi election result. Muslim gets together to d… https://t.co/yK3dqntVpk"
Arvind Pandey,@ArvindKejriwal Best wishes for your victory in Delhi Assembly Elections.
Mohammad Khan,Congratulation @ArvindKejriwal ji on @AamAadmiParty scoring a hat trick in #Delhi assembly elections. People of Del… https://t.co/vqtn6QoSPa
ℝคᕼ𝓤Ļ s𝕙ａ𝓱,"They are back with their Asli Aukad. ELECTIONS ke Pehle Bajrang Bali ELECTIONS ke Baad Sirf Ali.

Allah Aadmi Party… https://t.co/6c8BpZjWwf"
Abdul Hameed Yousuf Qasmi,#WeLoveYouMODIji The Delhi results have proven irrelevance of hate and polarization politics. The PM should lead th… https://t.co/pr0A2AvL1I
Mohit Singh Negi,@ArvindKejriwal Congratulations kejriwal ji ko Delhi ka Cm ban ne ke liye
Vidyanand kumar,Congratulations to @ArvindKejriwal on returning as the Chief Minister of Delhi and all the winning MLAs. Further de… https://t.co/JyUc9Km1q1
RSen,"Thank you, Delhi!

The BJP Has Been Defeated By its Hindu Delusions https://t.co/bqyWkgxKR8"
Prashant Sharma,So Indian govt now using chemicals as weapons against it's own people?? https://t.co/eRiJo43fxC
বাংলার হৃদয়,@SinanAlHarith @Shudraism Saurav Bharadwaj has levelled some serious allegations on delhi police. Shame!
Devendra Jaiswal,"Amit Shah is totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
*""AAP KO"" !!!*"
Danish Mukhbil,Delhi Me Phir Se Return Hone par bahot bahot Mubarak Bad https://t.co/VLlnBhVtpO
Thakur Ajay Kumar Singh,"Delhi Ki Janta Ka  Sahi Chunav 
Delhi Ke Mukkhyamanti Manniya  Arvinnd Kegariwal Ki Punah Mukkhyamanti Dekhane Hetu Hardik Shubhkamnaye"
Purna Rao,"Amit Shah is totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
*""AAP KO"" !!!*😄😄😄
@"
Arvind,@TONMOI9 @Chandrabosebjp Delhi have voted for free light
"Sher- e-Hind- The Great Tipu Sultan, (India🇮🇳)",#Delhi_Election_Rejult🗿🇮🇳🌹❤🇮🇳 https://t.co/G6MTWYPfOp
A T Das (অভিক) 🇮🇳,"You set an example in politics. People of Delhi...

Congratulations @AamAadmiParty @ArvindKejriwal 

#DelhiResults… https://t.co/2PPl4TVPfj"
Vinay Pudikala,"@MSKumar143 @ramabcdefg Adhe BJP ki 2019 lo delhi lo 7/7 MP seats icharu....appudu reach avaleda janalaki mari...
D… https://t.co/RhMvrCy1Ra"
ஸேகர,Delhi se hi hoon par BC kuch log aise Chutiyeeee Free ke Chandan niklenge ye socha na tha...  Free main Tejaab bhi… https://t.co/A3dgycGW6B
Rain🌧️-8️⃣ Points #CWC19🏏🇨🇦,@ArvindKejriwal HAS BEEN MADE INCHARGE of NCT Of Delhi till February 2025. 5 Years more to @AamAadmiParty… https://t.co/fdpQpJRgGZ
sajad Ahmed,@TarekFatah Mr Pimp !What about Delhi Election
UCL Americas,‘US Foreign Policy Seminars: India-America Relationship: Rooted in the Liberal International Order’ with Atul Bhard… https://t.co/Quo8TeiuMw
Yagya Dutt Tiwari,Delhi election result has shown how people's are effected with high expensive education of children's and expensive… https://t.co/SMvZabLyHa
卐 GODFATHER 卐,"@akhil_kanakia It was LS election , delhi also gave 7/7 , Jharkhand 11/14 , Maharashtra  23+18/48 , Haryana 7/10
U know what happened in LE"
Hemraj Meena,"Amit Shah is totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
*""AAP… https://t.co/anPWfW9sKa"
mahtabaalam78692,"Congratulation 
@ArvindKejriwal
 on 
@AamAadmiParty
 scoring a hat trick in #Delhi assembly elections. People of De… https://t.co/sSb58w0M01"
ANI,Delhi: Aam Aadmi Party (AAP) chief Arvind Kejriwal to hold a meeting with the newly elected party MLAs at his resid… https://t.co/EVK4e4TT7k
shobhit tiwari,Congratulations @ArvindKejriwal ji on @AamAadmiParty 's winning hat trick in delhi assembly election.
Md Aaron Ali,"@msisodia Congratulations Manish Sir💕💞💕💞💕💞💕💞💕💞
Aap Jindabad Delhi ka Kam zindabad 🤩🤩🤩"
प्रवीण त्यागी / Praveen Tyagi 🇮🇳🕉,@MinhazMerchant Partly agree. Schools and health are not a factor at all. It is mostly savings on electricity and w… https://t.co/9UGPtM3Wh9
Rustom Pavri 🙏 Jai Hind 🇮🇳,@PChidambaram_IN Chiddu...where is Congress in Delhi ??
AshishAminNGS,See we r media ppl we have to do or assign by office to do with full respect thats all. rest apart this is also a g… https://t.co/zsaoSJqPFw
പേശാമടന്ത,@BDUTT Ha ha! As if BJP was in double digits in the previous election! It is wonderful to see you keeping mum about… https://t.co/1jKmxmt06u
Ajay Joshi,@RKYadavExRAW State unit of BJP and the local representatives are entirely responsible for this debacle. They faile… https://t.co/1dOISF37Ke
