user,tweet
आज तक,"शीला दीक्षित जी की मौत के बाद उनको दोषी ठहराना दुर्भाग्यपूर्ण है: @MilindDeora
https://t.co/1JcRONQwpb"
हिंदुस्तानी,@AankhiGM @governorswaraj With great respect to the Swaraj family - The last thing Delhi @BJP4India unit needs are… https://t.co/zb3V5HayHh
CA Dhanpatraj Mehta,"@SushantBSinha Delhi..

BJP lost by less than:
100 votes: 8 Seats
1,000 votes:19 Seats
2,000 votes: 9 Seats
Add thi… https://t.co/oYMs2j5MhT"
sameer,Biryani sales rise after AAP victory in Delhi elections - The Economic Times https://t.co/y5Q2a8wGlB via @economictimes
nirlep sohal,@joerave And no one's batting an eyelid ? Is Delhi the new wild west ?
Swaroop mehta,Ek taraf Congress apni har state ki sarkar hai waha CAA ke virodh me resolution paas kara Rahi hai aur dusri taraf… https://t.co/oAeXThVjK5
Amazonian,@ABPNews @ManojTiwariMP delhi waley bhikmango ke liye https://t.co/6WLXQ0RRcD
Pradyumna,@RubikaLiyaquat Kejriwal the great who provide minimum benefits to public's which other parties has been stolen in… https://t.co/o2I1wyyJAW
Amit Kumar Singh,@AtishiAAP Waiting to see you as a cabinet minister in delhi.
NaMo TV 🔊📽️📷📀,"NaMo TV news from Delhi 
Next move of freewal is this https://t.co/L1lCMr6iSn"
Deepender singh,@Sharmistha_GK @Nidhi @INCIndia Party need to rethink whether it is the same which ruled Delhi for 15 years..start… https://t.co/XzNus47xxg
Gulzar Khan 🇮🇳,"@ShayarImran BJP would get totally confused...

If they ask people of Delhi 
""Vote kisko diya?""

And Delhi replies… https://t.co/O608jn3bBY"
Daily News,कांग्रेस और वाम नेताओं ने दिल्ली विधानसभा चुनाव में आम आदमी पार्टी की जीत को सांप्रदायिक ताकतों के खिलाफ जीत करार… https://t.co/ZIgP6eIA8u
Rajeev Sharma,"Did #Congress sacrifice Delhi by its deliberate low-key campaign to help #AAP so that the #BJP is kept out?
My take… https://t.co/WsrnA3TaRI"
Charandeep Singh,"Leaders like these are a disgrace to politics of india.
A leader who lead congress for 3 successful terms &amp; did bes… https://t.co/pmmicVpz6L"
manoj giri,@sanjeevrsingh @AshishSinghLIVE @SheilaDikshit Sheela ji was greatest cm of Delhi till now she has done a lot to re… https://t.co/HlQvYJqquM
The New Indian Express,"After a landslide victory in #DelhiAssemblyPolls, CM #ArvinKejriwal will take oath for the third time on February 1… https://t.co/MZVgTvwKHt"
www.THEPIGEONEXPRESS.com,US President to visit India from February 24; #DonaldTrump #NarendraModi #Delhi #Ahmedabad #India #UnitedStates https://t.co/CQpf8IJVfV
bgmenon,@milinddeora @INCIndia In fact it is because the Dynasty got scared and destabilised her that Congress vanished from Delhi
Sameer Maniyar,"Shame! Shame! Shame!!!
On shameless Delhi police and HM who is controlling Delhi police. Let us pray Almighty to ca… https://t.co/R0VCjZDBBn"
KLM Travel Hub,"Himachal Tour
09 Night 10 Daya
Only Rs.19,850/-PP
EX. Delhi

Contact:- +91-8287930874

#himachal #himachalpradesh… https://t.co/vQq5gl3zHk"
KiRaN Mandaliya,"Delhi..

BJP lost by less than:
100 votes: 8 Seats
1,000 votes:19 Seats
2,000 votes: 9 Seats
Add this seat won 8 
I… https://t.co/xyiuHdBAVy"
Bharet Vij,@shibusonu2008 @ANI @MLA_NareshYadav @AmitShah @DelhiPolice You can resign too! Culprit caught by Delhi Police - a… https://t.co/I32yLPowo2
Ramya,@Ahmedshabbir20 Alliance won in Maharastra.If Shiv Sena backstabs what it can be done? When did they rule to win De… https://t.co/2uCiEFRQoo
Suhas Hardutt,"A very disturbing realisation just hit me. In delhi, Muslims united against BJP. Hindus being ch***** went for free… https://t.co/chJLCGKEf1"
AsifAurangabadi,"@PreetiSMenon Limit the hate before it goes beyond control.

#Delhi deserve to get full statehood soon.… https://t.co/mbs4lhQ6ac"
meenakshi,@ArushTandon Rich are with AAP. Middle class voted for BJP. Only in north Delhi - BJP got 8 seats
Financial Express,A Delhi court expressed displeasure over the #CBI’s investigation into a bribery case involving its former Special… https://t.co/OTz4UrX7Xh
Pramod VR,"@moronhumor MP - If we wish, we can break it
We didn't loose MH. Our friends cheated us
CH &amp; JH - We deserved it.… https://t.co/ukvzrcGzhp"
💥💥💥💥💥🔭🤖⓵ⒷⓊⓋ🌎📡💥💥💥💥💥,US President Donald #Trump has suggested that Washington and New Delhi could strike a long-anticipated #Trade #Deal… https://t.co/LBXq6LtxJ9
Being Republican🇮🇳,@shubhispace @tripurari_pande @AmitShah @narendramodi @BJP4India Ok still den what did bjp do to counter that schem… https://t.co/K86t8caK2x
Girdhari bajpai bjp .,@RBSwetaSingh @YUKTINATH2 Delhi mein
Ajay Singhal,"Other side Congi leader’s...
A senior leader from Congress party told CNN-News18: “I don’t think we were confused.… https://t.co/AzQ40rAGRj"
archana saxena,"अरविंद केजरीवाल जन्माष्टमी के दिन जन्मे थे, घर वाले प्यार से कृष्ण कहकर बुलाते थे https://t.co/Vq8vuvdIPO via @NavbharatTimes"
Chaaroo,The counting of votes in Delhi Election Result 2020 is over and the ruling @AamAadmiParty has won 62 of the 70 Asse… https://t.co/EKWGzH8kY9
vasudevan Iyengar,"@yogashar99 @Dev_Fadnavis Delhi has no farmers,AAP used it ,bjp should have factored"
अजय मल्होत्रा,"Delhi..
BJP lost by less than
100 votes: 8 Seats
1,000 votes:19 Seats
2,000 votes: 9 Seats
Add to this won 8 comes… https://t.co/FFAymJjYlq"
Bharat,@PChidambaram_IN Ur party was also fighting Delhi election and more than BJP ur performance is worst and… https://t.co/XJBTEoQeHL
Hemant Pareek,"@manakgupta There seems to be only 2 reasons for BJP loosing Delhi...
1. lack of a big n credible state level CM fa… https://t.co/gdYbvV2zk1"
Laraib Neyazi 🇮🇳,"@HasibaAmin Unfortunate to see her being blamed after her death.
Just a data point. 
In 2013, vote share in Delhi w… https://t.co/hu6v5GzDaw"
KayDee (Kala Dhar Narayan),@MishraBRIJESH13 @sudhirchaudhary We will offer 5 times more subsidy than AAP: Manoj Tiwari - The Economic Times https://t.co/HdIXDicxHG
ANTISECULAR,@TheUnitedHindu @BJP4India @BJP4Delhi @narendramodi under estimating workers n useless MPs of BJP DELHI n MCD.
Azim Sonu,@alok_ajay Delhi me haar se bjp se jyda tumko dukh ho gya hai
Ankit Anand,"Manish Sisodia - 3000+ margin
Amantullah Khan - 70,000+ margin

Now I am convinced that Delhi voted for Education.… https://t.co/Dxzyt3yZND"
Jahirmiya C Bagwan,"दिल्ली चुनाव मे मिली हार का बदला गरीब जनता से लिया जायेगा, 

अब बीजेपी कर रही है महंगाई से वार.… https://t.co/OygEALjA1s"
Sakshi Vashisth,@buntytrip @narendramodi @ArvindKejriwal Dukh to hm delhi walo ko he ab fr 5 sal hamari life isi kude wali delhi me bitegi
AAP Coachman,"#AskNehrWho After AAP won Delhi , what do you think is the next logical step for them?"
Rajan Satyarth Prakash,Congress party ke sabhi well wishers ish parajay se Aahat hue hain jashan sirf appartunist mana rahe hai jinke liye… https://t.co/lC46wDG0GI
Amrut,"@sardanarohit @sidtree Muftkhors ko muftkhor nahi kahenge toh kya kahenge ji.. unko ab aage ghar, car bhi free mein… https://t.co/HE6h948PEF"
Upagna Jariwala,"Delhi Election 2020 Arvind Kejriwal met LG after Delhi win.
https://t.co/787FhyE3aY #delhielection2020"
Seithi Punal,"கைதிகளுக்கும் தேர்தலில் வாக்களிக்கும் உரிமை கோரிய மனுவை டெல்லி உயர் நீதிமன்றம் தள்ளுபடி செய்தது

#Elections #Delhi https://t.co/mgeq662kIJ"
People R Pointless,@2Purnimashukla @AamAadmiParty .... 😹😹 ... https://t.co/Kkvz8lTZJE
Garv se Kashmiri Pandit (KP),@SyedTabr @BJP4Karnataka As if I care? Centre me toh fir v tmare papaji baithe hai bahumat k sath. 😂😂😂 Delhi ka apa… https://t.co/7nO0HQHbRW
🇮🇳Rishabh Hindustani 🇮🇳,"@sunandavashisht Only analysis is
Hindus are always be yours for freebies
And Muslims will always follow what Islam… https://t.co/Kdd0pIDULK"
Deepak Singh,@Amritapandeyy delhi
M S,So Polarization did work in Delhi #DelhiResults #AAPSweep #DelhiElection #DelhiElectionResult2020 https://t.co/5wTdoxPS6R
sunil dutt sharma,"And, no one remembers this is the same Delhi which let BJP win from all seats in Lok Sabha. Why are people rejoicin… https://t.co/GsqVl92mx7"
Neha Jain 🇮🇳,"Genuine opinion - BJP should have been in good  terms  with Maharashtra and Delhi government , Congress played from… https://t.co/Q26vetxC0x"
Political Res. Centr,"@BDUTT @ArvindKejriwal @washingtonpost Education Minister Manish Sisodia merely saves his seat with 3000 votes
Aman… https://t.co/bUOh4Ylfcc"
Pratik Ranjan,Delhi Government is in profit despite so much public facilities being free. Most of the developed countries have fr… https://t.co/3QoUHJbNrx
Jony,@Dr_Uditraj Kya krne ja raha h jantar mantar pr amit shah ji ka dimag vaise bhi garm chal raha h Delhi election ke… https://t.co/3LcZaJsgiD
mohari pj adidela,The anger of voters was surely against the centres anti ppl acts .. so only kicked the fake worded.. no chance to c… https://t.co/K300vDlQI0
IE Tamil,"டெல்லிக்கு நிகராக பெயரெடுத்த சென்னை! வெக்கப்படனும் சென்னை மக்களே!

#DelhiPollution #ChennaiPollution

https://t.co/KxhiEb7nSD"
प्रदीप राष्ट्रवादी,"Delhi..

BJP lost by less than:
100 votes: 8 Seats
1,000 votes:19 Seats
2,000 votes: 9 Seats
Add this seat won 8 
I… https://t.co/5Qoy6wj8yJ"
Sarvesh Joshi,@OfficeofUT @ArvindKejriwal @AamAadmiParty Delhi abb door nahi
Rob Yates,Political leaders in South Asia take note: Delhi elections show the people like &amp; want universal free PHC-led #UHC https://t.co/dMPxPvrsZb
Manish kumar,Anti Hindutva forces × Pseudo Secularism + मुफ्तखोरी × Extra intelligent Secularists (फुच्चाक लोग) = Kejarival won… https://t.co/EE6OmOPacN
PILAT Sinha,@LambaAlka @INCDelhi @INCIndia Delhi People rejected u and ur party completely. Corrupted congress party will never… https://t.co/RIcub1VkLa
Parth Solanki,"Kuch samjdar hote aur kuch Delhi wale hote hai... 

@AamAadmiParty #DelhiElectionResult2020 #AAPWins… https://t.co/WprfiAe1u3"
All_101,"@alltalk Need to know the balance sheet of delhi, before AAP and post AAP, to know the impact."
Md. Arif,@AtishiAAP Congratulations &amp; Thank you so much for transforming Education in Delhi. Will wait for the same to be im… https://t.co/Rf4k1xQxR0
Lokmat,"Delhi Election Results : 'आप'मधून बाहेर पडले... भाजपा, काँग्रेसकडून लढले... निवडणुकीत गडगडले!
https://t.co/iwOfrGvyry"
smpkdhn,"Can AAP win outside Delhi?
#AskNehrWho"
Ankit Anand,"Things I have learnt:
Delhi votes for development in Assembly Election and
for Divisive Politics in General Electio… https://t.co/wVZM4Rsq9Q"
Drupad shastri,People rejoicing Delhi verdict question Modi's socialist stance !!! So long as poverty and greedy mind set don't go… https://t.co/t8NoTJ1wIW
Sachkahoon,16 को रामलीला मैदान में सीएम पद की शपथ लेंगे केजरीवाल https://t.co/AR2RuTgLUx https://t.co/0HJYQKDYMs
CA Dhanpatraj Mehta,"@theskindoctor13 Delhi..

BJP lost by less than:
100 votes: 8 Seats
1,000 votes:19 Seats
2,000 votes: 9 Seats
Add t… https://t.co/ulz1tBxGah"
Ashok Kaushik,"Sheila Dikshit ji was a remarkable politician &amp; administrator. During her tenure as Chief Minister, Delhi was trans… https://t.co/MK3cqMFBUW"
Shrey Narayan,"The real 'Vikas' and 'Deshbhakti' won yday in Delhi, thanks @ArvindKejriwal and people of Delhi  for making school,… https://t.co/OvczyYQxUp"
Suhail MHh سهيل محمد حسين,"Congratulations @ArvindKejriwal ji ! 
Delhi people have supported you ! 
Now its your turn.

#shaheenbagh
#JNU
#AMU"
karunamoorthi,"@PChidambaram_IN The people of Delhi, who are from all parts of India, have defeated the polarising, divisive and d… https://t.co/1UrpDFsZd5"
विवेक् शेनोय्,@sreejan23 @RuchiraC They won't understand. They have nothing to say about BIG ZERO for Congress in Delhi but runni… https://t.co/srMq9XDvTL
Malika,https://t.co/ySauqzyzPM
YourStory Tamil,"டெல்லியின் கால்காஜி தொகுதியில் வெற்றி பெற்றுள்ள அதிஷி மர்லேனா, ஆம் ஆத்மி கட்சி தொடங்கிய காலம் முதல் உறுப்பினராக இரு… https://t.co/P5xhMyYVAR"
News Nation,"#BREAKING | Delhi Congress-in-charge PC Chacko resigns after brute poll drubbing  

@INCIndia

https://t.co/eHSyx9VMCQ"
Akshayjethi,#ArvindKejariwal #Modi #politics #delhi दील्ही के लोगों को गाली देने वालों के महान नेता ने अपने फोलोवर को यही संस्… https://t.co/p3fFJtmBQm
NEERAJ PATEL,@ArvindKejriwal @AashishKhetan Very Good Morning Sir. A Big Congratulations Sir To This Historic Victory In New Del… https://t.co/GUBpjGP1Au
krish_paras288,"@ArvindKejriwal Sir'
we all MLAs&amp;peoples of Delhi ,
accepted as leaders &amp; gd' suitable Person for Delhi CM,
...very… https://t.co/E3YbXIGs2M"
endreliv,@Galouti_Kebab @shuyeb_ali @BhuvanaSapre @rajeev_goutham @tuvishtama @vivekagnihotri just like that we right-winger… https://t.co/vikdplpjJv
Dr. Sanjeev kapoor,"Urban naxals, Jehadis &amp; antiIndia groups are celebrating Fraud Kejri""s  victory in Delhi elections---- unfortunately. Very sad for nation!!"
Jinit Jain,@indiantweeter Leadership overhaul is important. It might be a little rude but clearly BJP’s Delhi leadership has n… https://t.co/FSjThEt6NK
VM,@BhavikaKapoor5 AAP stands for development &amp; constructive work for people of Delhi.
KalKeya,"@FrustIndian Definately, after his barb vote percentage in his constituency segment dropped drastically if he becom… https://t.co/nksxfjSeMA"
Shailesh Kumar शैलेश कुमार,@indiantweeter Same. I am not even from Delhi .
AAP In News,Delhi election: Arvind Kejriwal returns as chief minister after AAP victory https://t.co/eRqQJu3KmY
RP_tweet's✒,Lets take a different view: I dont think Delhi voters rejected hate. They purely voted on local issues. Had they di… https://t.co/XJ87lo9qyB
Abhishek Chauhan🇮🇳,@AnamikaSingh99 Congress : will going to sell mithayis for 5 years in delhi as we have nothing to do .
NotMyPM,"If Delhi police becomes brutal with AAP members &amp; start filling FIR against their MLAs  like before, will Modi/Shah… https://t.co/YbwPD9TJiK"
Ranjan Kumar Indian,"But, @RahulGandhi still remains PM candidate! #DelhiElectionResult2020
Once Delhi’s hero, Congress again stays at z… https://t.co/dNgffiD87K"
Kanishq Thakur,.@AamAadmiParty Supporters are claiming that voters of Delhi have voted for the Development. Then why their so-call… https://t.co/EAEqTQlrZL
Mr.Che News - மிஸ்டர்.சே நியூஸ்,பிப். 16ம் தேதி டெல்லி முதல்வராக மீண்டும் பதவியேற்கிறார் கெஜ்ரிவால்! https://t.co/uOZGvkBcUu https://t.co/i6xmjXHDd9
Kachra Seth,@SrushtiSalunke Srushti &gt;&gt;&gt; delhi police
M S Mahesh,"@narendramodi  U r party lost delhi,main reason aap folowed ur lst tenure words sab ke sath sab ka vikas,aap implem… https://t.co/pvsBO9y54V"
Hilal Ahmed,"Excellent analysis by @NilanjanUdwin 

After Delhi Results, Will Modi-Shah Pause and Dial Down Hate? https://t.co/n9p3Sb6dqk"
Saurav_Kumar,"Modi warned ominously that Shaheen Bagh was an “experiment, not a coincidence” — “sanyog nahin, prayog hai” and las… https://t.co/jodJPgwBxm"
Mantu Bhattacharya,Congratulations @ArvindKejriwal ji for becoming the chief Minister of Delhi for the third time.... 🥳🥳  #kaamboltahai
Vishal Chib🇮🇳,"Aapne isme ""Free"" likh kar Delhi walo ka dil jeet liya hai.. https://t.co/9zmITomqDf"
A.R.Tyagi,Many congratulations to Delhi for your best choice to Choose AAP again
Satya Bharathi,@Abhina_Prakash Sad &amp;true #DelhiElectionResults is due to #Kejriwal Freebies The incompetent media anchors/analyst… https://t.co/UQbQkS1n2E
diyana @ArtikiArmy,@iampritampyaare @priyaP2810 @BiggBoss @ColorsTV I wish aftr Delhi election its not happens again wrong decision.… https://t.co/oZgcBTRW69
PublicTV,"ಮಂತ್ರಿ ಸ್ಥಾನ ನೀಡದ ಹೈಕಮಾಂಡ್ ಮುಂದೆ ಉಮೇಶ್ ಕತ್ತಿ ಹೊಸ ಬೇಡಿಕೆ
https://t.co/49lt5PBRQ0

#UmeshKatti"
b.lalhmangaiha bhans,"@AKJANGRA17#DelhiElection2020.            
AAP must be a Good Party for Delhi after all,or is it that even you so c… https://t.co/Vw8lZfDzaj"
R C Zakaas,"@KanchanGupta Free Capital City Delhi....
Mantra helped AAP to Win...."
Dr Ajoy Kumar,"Delhi’s mood in pictures. 

#AAPKiDilli 
#DilliMeinTohKejriwal https://t.co/1R3bL38JKC"
Rohin Makkar,When will @INCIndia remove PC Chacko from Delhi Congress unit? This isn't the first time he has made unnecessary an… https://t.co/PABOE0S0UJ
Amazonian,@PJkanojia delhi waley logon ke liye khaas https://t.co/re4s853yPN
Omair Ahmad,"Since people like @shankasur and @DeepPal_, whose views I respect, asked, here are the points from the Twitter thre… https://t.co/KtsOHHWNoZ"
Ajay Rao,"@KapilSibal Mr. Sibal , BJP never ruled Delhi for over 2 decades. The pattern has been that BJP sweeps Lokh Sabha a… https://t.co/ryzmQU7KiD"
madhusudhan haravu,@sreemoytalukdar There is not one major development work that Kejriwal has done In Delhi. Most of their claims are… https://t.co/CBDjwWEAKZ
Fazeel Khan,@vivekagnihotri shame shame delhi ke muslims bhut kattar hain jo mulla kejriwal k liye vote kiya jo hanuman chalisa… https://t.co/Htby1on1ux
Varaprasad,"@ani @anigalla @JaiTDP
Proof of U-TURN by Director in Delhi.
https://t.co/OmL8JsGo0G"
"Persephone, Poha expert","Unreal. This is how BJP reacts to an electoral loss? 
Also, Delhi has to be prepared for more of this. This is quit… https://t.co/JxA0csf4NJ"
RajaSekhar,@ysjagan Delhi new government follows your door delivery scheme....country follows you sir
Girish Pant,@muglikar_ Ohh come on.. Delhi will be the first one to start with. Could our CM Mr. @ArvindKejriwal make some stra… https://t.co/hq5HK3nvrG
Vimal Lakhotia,"@JournoAshutosh Some Channels have got an issue to discuss for prime time tonight..
As how win of Kejriwal is dange… https://t.co/uQKxoQoE3t"
rajeev bhaskar,Delhi Assembly Polls: AAP's Bhupinder Singh Joon wins from Bijwasan by lowest margin of 753 votes https://t.co/wp21C9mUmN
diwakar Shetty,"I am shifting to ""Delhi"". It's not worth to live anywhere else in India.
1. Free Electricity2. Free Water
3. Free T… https://t.co/vR4nz61iIb"
manish kumar,@ghost_spotter @accountantvarun Download pdf of various years from 2014-19 class 10th and 12th Stastistcal and comp… https://t.co/sVkBxnjox3
Dain Cena,@ArvindKejriwal  Mr. Arvind Kejriwal g meny coungrachulation on the huge mandate given to you   aamadmiparty by peo… https://t.co/1SsjwsUXL9
Ninon Aprea,Stunning defeat for Modi's party in New Delhi elections https://t.co/Yct3roNHCD
Jaya,@vivekagnihotri Khujli is also not from Delhi
हेमा पंत,"Vo itne saal Delhi ki satta mai rahe, itani malai khayi hai ki kai saal ab jaroorat nahi. Aur ab 0 hi unake sath ha… https://t.co/2CWCAP5ppj"
Damayanthi.MVNL,@astitvam 4th point is very valid for Delhi election result
हिन्दू अंकित... जय श्री राम,अभी डीटीसी बस सेवा फ्री कर दो. कल जब क़र्ज़ मैं डूबकर नीलम हो तो कह देना मोदी जी ने बेच दिया delhi डीटीसी..… https://t.co/sRKSuxj2Hh
Nitish,Biryani sales rise after AAP victory in Delhi elections - The Economic Times https://t.co/LfrRoW2ljp
Shree Panicker,"@maidros78 Recvd over WA -
An Analysis of Delhi elections:
Out of 100 voters , there are 16 Muslim voters in Delhi.… https://t.co/L5Lg81jqX0"
night watchmen RYP,"Life Is Good. ❤️

Thank You Delhi &amp; @ArvindKejriwal https://t.co/a0v3MXqh5A"
Hemant tambakhe,Congratulation Mr. @ArvindKejriwal ji for winning election and getting majority in delhi
Neha Mahajan,To say that AAP's victory is the end of “Hindu nationalism” narrative would be to play ostrich.  A vote for Kejriwa… https://t.co/wk268b0xtU
odd funny world,@PhanindraGopalY @SantoshSusarla @JayaHoIndia also why is this same AAP failing in the remaining parts of India...why only in Delhi ?
MaxfaxSurgeon,"@khanumarfa Delhi ' Municipal election ' jeethke bol rahe ho , "" India Jeeth gaya"" 😜 
India hamesha champion raha h… https://t.co/3oEEoRploI"
whysoserious,@INCIndiaLive @RahulGandhi how are the statements made by him even remotely acceptable? Does this joker even realis… https://t.co/C1rmNN4Ur4
Umeed Singh UD,@aapkadharam I request your team to add some real punjabi food in your food menu. Please add Paranthas in the menu.… https://t.co/JnhOPSlZT5
Bollywood  News Inside,B-town congratulates AAP for its victory in Delhi https://t.co/7zg6FHvzjv
adithya vasudevan (adivasudevan@mastadon.social),"@rumiesque So, she doesn't mind the fact that the BJP's entitlement to non-Muslim votes stands vanquished, but mind… https://t.co/BkeDh0oCEE"
Gaurav Kumar,@kmarvelous210 @ArvindKejriwal @ReallySwara Reactions after AAP win in Delhi Election https://t.co/cmVyNUWnGc
Tasleem,. So that i could provide these details to cyber cell delhi to take appropriate action and to investigate further i… https://t.co/DQBAIYLLGM
Mohit Sethi,@_ArunSharma_ @TrueInd26978997 @Nehr_who Bas tere jaise chutiye hmare Desh se gayab hojaye toh desh ka aise hi bhal… https://t.co/NVv8nfbbRh
SanjeevK,@ABPNews Congress had no chance in Delhi &amp; this is right approach of respecting the regional players &amp; helping them… https://t.co/yQNDlc1iNq
bookmyevent.com,"Cool venues for hot parties.

Anywhere in Delhi NCR and Mumbai… all the year round. Look no further than… https://t.co/tw5yrEeN4Q"
Mansi,"@JhaSanjay 67 Seats pe jamant japt ho gayi...is se jyada Insult kya hogi khangress party ki 
@JhaSanjay
 Sharam kar… https://t.co/qlzkMKKLvY"
Rajendra Chaudhary,"@Sharmistha_GK @INCIndia I agree with you, we have to change the criteria for selection in organization at DCC n PC… https://t.co/XRAYPU3Btt"
Gautam Clinic,"Best #Sexologist Doctor in #Delhi - Health #Benefits of Nuts
 Eat plenty of almonds. #Almonds are one of the health… https://t.co/4MVQmzq2XD"
salman,"@AtishiAAP @AamAadmiParty Ab naya nara ""delhi model layenge desh me phelayenge""."
BHAVIN PATEL,@ArvindKejriwal congratulations sirji for your victory in Delhi Assembly elections..... go ahead for the developing… https://t.co/IfAlFJsZyc
Tasleem,"@PaytmBank
Dear Sir/Madam,
Please find attachment of Bank A/c Statement, Complain Letter and Complain request to Cy… https://t.co/NFmY4Mazb1"
#Vote4AamAadmi,"https://t.co/4u2xAIuXCe

😃😃😃😃😃"
Kas,"@LetusdiscussM @dennisckurian True..can’t blame others when ..
People of Delhi support abrogation of article 370, T… https://t.co/hBPeQoNBtG"
Adgully,"#Media: India Today Group-Axis-My-India Exit Poll hits bull’s eye in Delhi Assembly polls

Read More: https://t.co/b7hp1TwUlR

@IndiaToday"
Praveen Agrawal 🇮🇳,"(5/5)
Compare the vote % of all three parties in last 4-5 VS elections, to know the reality. 

There is an another… https://t.co/s6vnuVkOGy"
Kulbir,Delhi-Ambala section of GT Road has more dhabas than there are startups in Bangalore. Let that sink in.
Paladugu Krishna Rao,"A CM,party members insulted &amp; Humiliated HINDUS in most vulgar language &amp; a sr. PARTY leader @brindacpim threatened… https://t.co/77UnTDvQpa"
sudhie singh,@HashTagCricket @TajinderBagga You should be next BJP Delhi chief .@tejinder
Madhulika Swami,He is a  congenital liar. Question is what about Delhi people's greed https://t.co/siH8BNgdNt
Madhyam.com,"#Delhi: #ConnaughtPlace to get 2.5 Million sq ft of New #Commercial #RealEstate Soon
#Madhyam
Know More at… https://t.co/Hbnw0FadLR"
💫Yaduvnc ria😘,@harshapatel2013 @harshdeshpremi Ye to sbko pta hi tha😒saheen bhag b khali ho gya ab..jiske lie dharna ta wo to mil… https://t.co/kXVceL4JAW
J Venkatesh,@DaaruBaazMehta @ArvindKejriwal I was just waiting for the elections finish &amp; share some very important observation… https://t.co/fWF8OuKfhl
Manoj Suniya,"POTUS and FLOTUS will be in delhi to attend the cremation of LOTUS..

#DontMind 😂 https://t.co/zIFM7UQyY5"
rajeev bhaskar,"AAP MLA wasn't target, assailant specifically attacked volunteer: Delhi Police https://t.co/tNeSw8GVcN"
Organiser Weekly,Lessons of Delhi State Assembly Elections #DelhiElectionResult2020 https://t.co/y7OmDfZZU7 via @eOrganiser
Hg🇮🇳🚩🕉️,"@msisodia Manish Sisodia - 3000+ margin
(Waah re mere education minister)

Amantullah Khan - 70,000+ margin

Now I… https://t.co/d5E97nAVzE"
Mehul Pandya,"Delhi..
BJP lost by less than:
100 votes: 8 Seats
1,000 votes:19 Seats
2,000 votes: 9 Seats
Add this seat won 8 
It… https://t.co/uSV01RpaFD"
Gaurav Kumar,@jigarkachallaa @ArvindKejriwal @ReallySwara Reactions after AAP win in Delhi Election https://t.co/cmVyNUWnGc
Shambo Dey,"@appinem BJP’s Prakash Jawrekar said Arvind Kejriwal is a terrorist. 

People of Delhi have voted for a terrorist C… https://t.co/zCNHci0aHB"
Bihari Bond🤣,"@GabbbarSingh What do we call congi who are celebrating AAP victory in Delhi?! 
'- ChUSo4 (Ch*tiUm Sulphate)"
हम देगें आजादी,"@KapilMishra_IND @vishalodedara काफी आप दुनिया की आवाज रोक नहीं सकते... 
Delhi shame on  hindus 
Delhi had support… https://t.co/gfebhCxGNJ"
Shemin,"The new Delhi Assembly

MLAs with serious criminal cases: 37
AAP: 33 
BJP:4

Convicted: 9 
With cases of Crimes aga… https://t.co/Km9FOcbDNl"
Praveen Agrawal 🇮🇳,"(4/5)
 
Why Congress stayed away from campaigning in Delhi?

Congress won Delhi for 15 years; 3 consecutive electio… https://t.co/p3nzpSlcOU"
Balachandran V,"Almost 98 percent of traditional congress voters changed side to AAP, whereas BJP failed to attract  them people fr… https://t.co/sVeYpCkGTM"
RAJESH RAJESH,"""With Due Respect Sir..."" Colleague Questions P Chidambaram Tweet On AAP

https://t.co/umGYH7ThJD

Shared via NDTV… https://t.co/io5jnwk3Fm"
Rajesh Rai,"@JhaSanjay Looks like you’ve lost all shame along with your spine. Of all the people, your cabal, i.e. the congress… https://t.co/EJsDGZ5fCj"
Ambedkar's Caravan,Condom sales rise in Shaheen Bagh after AAP victory in Delhi elections - The Economic Times https://t.co/DHLBW2Yysr
calmali,@sagarikaghose @BJP4India @AamAadmiParty @timesofindia Indians are simple people with simple needs! we all now know… https://t.co/U8r2Benq3J
Gaurav Kumar,@SachinK30031259 @onesided_hai @ArvindKejriwal @ReallySwara Reactions after AAP win in Delhi Election https://t.co/cmVyNUWnGc
عرف۱ن,"@ronakcparmar @khansarfaraz399 @Dilsedesh Who is saying Kejru bachayega .
Aby lodu baat sun 
Muslims will vote the… https://t.co/Cs8p6fTak2"
Rishav Bajaj 🇮🇳,"@ArvindKejriwal Sir was campaigning in last Delhi elections and fortunately, I meet him. 
The way he talked to me a… https://t.co/FVBKWcdwCl"
News18,"AAP beats out the competition to win a third consecutive term as the governing body of Delhi. 

#AAPKiDilli |… https://t.co/HmDNZ1IZkv"
justforkix,@anubhavsinha You are right. Many if those who voted AAP in Delhi still maintain tht they will vote Modi — whose en… https://t.co/GZSvsDoySp
Kadir Malik | قدیر ملک | कदीर मलिक,"@vivekagnihotri Abe neech aadmi, wo log nach rahe hai because exit poll was right,
And last time at the time of BJP… https://t.co/welkeI378Q"
Arup Samal,"@Amritapandeyy BJP ko jid nahi karne chahie har jagah

Jharkhand me AJSU se gathbandhan nahi todna chahie tha (kuch… https://t.co/5cNMQR09rV"
Tanveer,"@RanaAyyub Listen to AAP mla Saurabh Bharadwaj regarding polarisation during Delhi Elections.

https://t.co/UNnKcE2YIr"
Devender Sharma,"Sir, congratulations on ur classic victory in Assembly elections of Delhi. May like to compel MCD to become corrupt… https://t.co/gVmxa5sSmD"
